simulation_time_s,obj_index,speed_mps,brake,pos_x,pos_y,pos_z
195.00,0,0.80,0.00,189.48,-106.58,0.25
196.00,0,0.79,0.00,189.41,-106.54,0.25
197.00,0,0.79,0.00,189.35,-106.50,0.25
198.00,0,0.79,0.00,189.28,-106.46,0.25
199.00,0,0.78,0.00,189.21,-106.43,0.25
200.00,0,0.79,0.00,189.14,-106.39,0.25
201.00,0,0.77,0.00,189.07,-106.35,0.25
202.00,0,0.81,0.00,189.01,-106.32,0.25
203.00,0,0.82,0.00,188.94,-106.28,0.25
204.00,0,0.80,0.00,188.86,-106.24,0.25
205.00,0,0.79,0.00,188.79,-106.21,0.25
206.00,0,0.79,0.00,188.72,-106.17,0.25
207.00,0,0.79,0.00,188.65,-106.14,0.25
208.00,0,0.79,0.00,188.58,-106.11,0.25
209.00,0,0.79,0.00,188.51,-106.07,0.25
210.00,0,0.79,0.00,188.44,-106.04,0.25
211.00,0,0.79,0.00,188.37,-106.01,0.25
212.00,0,0.79,0.00,188.30,-105.98,0.25
213.00,0,0.80,0.00,188.23,-105.95,0.25
214.00,0,0.80,0.00,188.15,-105.92,0.25
215.00,0,0.80,0.00,188.08,-105.89,0.25
216.00,0,0.80,0.00,188.01,-105.86,0.25
217.00,0,0.80,0.00,187.93,-105.83,0.25
218.00,0,0.80,0.00,187.86,-105.80,0.25
219.00,0,0.80,0.00,187.79,-105.77,0.25
220.00,0,0.78,0.00,187.71,-105.74,0.25
221.00,0,0.81,0.00,187.64,-105.72,0.25
222.00,0,0.79,0.00,187.57,-105.69,0.25
223.00,0,0.80,0.00,187.49,-105.66,0.25
224.00,0,0.79,0.00,187.42,-105.64,0.25
225.00,0,0.79,0.00,187.34,-105.61,0.25
226.00,0,0.77,0.00,187.27,-105.59,0.25
227.00,0,0.78,0.00,187.20,-105.56,0.25
228.00,0,0.79,0.00,187.13,-105.54,0.25
229.00,0,0.79,0.00,187.05,-105.52,0.25
230.00,0,0.79,0.00,186.98,-105.49,0.25
231.00,0,0.80,0.00,186.90,-105.47,0.25
232.00,0,0.79,0.00,186.83,-105.45,0.25
233.00,0,0.80,0.00,186.75,-105.43,0.25
234.00,0,0.79,0.00,186.68,-105.40,0.25
235.00,0,0.79,0.00,186.60,-105.38,0.25
236.00,0,0.81,0.00,186.52,-105.36,0.25
237.00,0,0.79,0.00,186.45,-105.34,0.25
238.00,0,0.79,0.00,186.37,-105.32,0.25
239.00,0,0.78,0.00,186.30,-105.30,0.25
240.00,0,0.79,0.00,186.22,-105.28,0.25
241.00,0,0.78,0.00,186.14,-105.27,0.25
242.00,0,0.77,0.00,186.07,-105.25,0.25
243.00,0,0.78,0.00,186.00,-105.23,0.25
244.00,0,0.78,0.00,185.92,-105.21,0.25
245.00,0,0.78,0.00,185.85,-105.20,0.25
246.00,0,0.77,0.00,185.77,-105.18,0.25
247.00,0,0.81,0.00,185.69,-105.17,0.25
248.00,0,0.82,0.00,185.61,-105.15,0.25
249.00,0,0.80,0.00,185.53,-105.13,0.25
250.00,0,0.80,0.00,185.46,-105.12,0.25
251.00,0,0.80,0.00,185.38,-105.10,0.25
252.00,0,0.81,0.00,185.30,-105.09,0.25
253.00,0,0.80,0.00,185.22,-105.07,0.25
254.00,0,0.80,0.00,185.14,-105.06,0.25
255.00,0,0.80,0.00,185.07,-105.05,0.25
256.00,0,0.78,0.00,184.99,-105.03,0.25
257.00,0,0.78,0.00,184.91,-105.02,0.25
258.00,0,0.78,0.00,184.84,-105.01,0.25
259.00,0,0.82,0.00,184.76,-105.00,0.25
260.00,0,0.80,0.00,184.68,-104.99,0.25
261.00,0,0.80,0.00,184.60,-104.98,0.25
262.00,0,0.81,0.00,184.52,-104.96,0.25
263.00,0,0.79,0.00,184.45,-104.95,0.25
264.00,0,0.79,0.00,184.37,-104.94,0.25
265.00,0,0.81,0.00,184.29,-104.93,0.25
266.00,0,0.79,0.00,184.21,-104.92,0.25
267.00,0,0.79,0.00,184.13,-104.92,0.25
268.00,0,0.77,0.00,184.05,-104.91,0.25
269.00,0,0.78,0.00,183.98,-104.90,0.25
270.00,0,0.79,0.00,183.90,-104.89,0.25
271.00,0,0.79,0.00,183.82,-104.88,0.25
272.00,0,0.79,0.00,183.74,-104.88,0.25
273.00,0,0.82,0.00,183.66,-104.87,0.25
274.00,0,0.80,0.00,183.58,-104.86,0.25
275.00,0,0.80,0.00,183.51,-104.86,0.25
276.00,0,0.79,0.00,183.43,-104.85,0.25
277.00,0,0.80,0.00,183.35,-104.84,0.25
278.00,0,0.80,0.00,183.27,-104.84,0.25
279.00,0,0.79,0.00,183.19,-104.83,0.25
280.00,0,0.81,0.00,183.11,-104.83,0.25
281.00,0,0.80,0.00,183.03,-104.83,0.25
282.00,0,0.80,0.00,182.95,-104.82,0.25
283.00,0,0.79,0.00,182.87,-104.82,0.25
284.00,0,0.79,0.00,182.80,-104.81,0.25
285.00,0,0.79,0.00,182.72,-104.81,0.25
286.00,0,0.79,0.00,182.64,-104.81,0.25
287.00,0,0.82,0.00,182.56,-104.81,0.25
288.00,0,0.80,0.00,182.48,-104.80,0.25
289.00,0,0.81,0.00,182.40,-104.80,0.25
290.00,0,0.79,0.00,182.32,-104.80,0.25
291.00,0,0.79,0.00,182.24,-104.80,0.25
292.00,0,0.78,0.00,182.17,-104.80,0.25
293.00,0,0.81,0.00,182.09,-104.80,0.25
294.00,0,0.80,0.00,182.01,-104.80,0.25
295.00,0,0.81,0.00,181.93,-104.80,0.25
296.00,0,0.80,0.00,181.85,-104.80,0.25
297.00,0,0.80,0.00,181.77,-104.80,0.25
298.00,0,0.78,0.00,181.69,-104.80,0.25
299.00,0,0.79,0.00,181.61,-104.80,0.25
300.00,0,0.80,0.00,181.53,-104.81,0.25
301.00,0,0.79,0.00,181.46,-104.81,0.25
302.00,0,0.78,0.00,181.38,-104.81,0.25
303.00,0,0.74,0.00,181.31,-104.82,0.25
304.00,0,0.74,0.00,181.23,-104.83,0.25
305.00,0,0.72,0.00,181.16,-104.84,0.25
306.00,0,0.73,0.00,181.09,-104.84,0.25
307.00,0,0.67,0.00,181.02,-104.85,0.25
308.00,0,0.69,0.00,180.95,-104.85,0.25
309.00,0,0.69,0.00,180.88,-104.85,0.25
310.00,0,0.77,0.00,180.81,-104.86,0.25
311.00,0,0.78,0.00,180.74,-104.86,0.25
312.00,0,0.77,0.00,180.66,-104.87,0.25
313.00,0,0.83,0.00,180.58,-104.88,0.25
314.00,0,0.83,0.00,180.50,-104.88,0.25
315.00,0,0.81,0.00,180.42,-104.89,0.25
316.00,0,0.81,0.00,180.34,-104.90,0.25
317.00,0,0.81,0.00,180.26,-104.90,0.25
318.00,0,0.81,0.00,180.18,-104.91,0.25
319.00,0,0.80,0.00,180.10,-104.92,0.25
320.00,0,0.79,0.00,180.02,-104.93,0.25
321.00,0,0.78,0.00,179.95,-104.93,0.25
322.00,0,0.77,0.00,179.87,-104.94,0.25
323.00,0,0.81,0.00,179.79,-104.95,0.25
324.00,0,0.79,0.00,179.71,-104.96,0.25
325.00,0,0.82,0.00,179.63,-104.97,0.25
326.00,0,0.80,0.00,179.55,-104.98,0.25
327.00,0,0.81,0.00,179.47,-104.98,0.25
328.00,0,0.79,0.00,179.39,-104.99,0.25
329.00,0,0.78,0.00,179.31,-105.00,0.25
330.00,0,0.81,0.00,179.23,-105.01,0.25
331.00,0,0.79,0.00,179.15,-105.02,0.25
332.00,0,0.80,0.00,179.07,-105.03,0.25
333.00,0,0.79,0.00,178.99,-105.04,0.25
334.00,0,0.81,0.00,178.91,-105.05,0.25
335.00,0,0.79,0.00,178.83,-105.06,0.25
336.00,0,0.81,0.00,178.75,-105.07,0.25
337.00,0,0.79,0.00,178.67,-105.08,0.25
338.00,0,0.81,0.00,178.59,-105.09,0.25
339.00,0,0.79,0.00,178.51,-105.11,0.25
340.00,0,0.81,0.00,178.43,-105.12,0.25
341.00,0,0.79,0.00,178.35,-105.13,0.25
342.00,0,0.81,0.00,178.27,-105.14,0.25
343.00,0,0.79,0.00,178.19,-105.15,0.25
344.00,0,0.81,0.00,178.11,-105.16,0.25
345.00,0,0.79,0.00,178.03,-105.17,0.25
346.00,0,0.81,0.00,177.96,-105.18,0.25
347.00,0,0.79,0.00,177.88,-105.20,0.25
348.00,0,0.81,0.00,177.80,-105.21,0.25
349.00,0,0.79,0.00,177.72,-105.22,0.25
350.00,0,0.81,0.00,177.64,-105.23,0.25
351.00,0,0.79,0.00,177.56,-105.24,0.25
352.00,0,0.81,0.00,177.48,-105.26,0.25
353.00,0,0.79,0.00,177.40,-105.27,0.25
354.00,0,0.81,0.00,177.32,-105.28,0.25
355.00,0,0.79,0.00,177.24,-105.29,0.25
356.00,0,0.81,0.00,177.16,-105.31,0.25
357.00,0,0.79,0.00,177.08,-105.32,0.25
358.00,0,0.81,0.00,177.00,-105.33,0.25
359.00,0,0.79,0.00,176.92,-105.35,0.25
360.00,0,0.81,0.00,176.84,-105.36,0.25
361.00,0,0.79,0.00,176.77,-105.37,0.25
362.00,0,0.81,0.00,176.69,-105.39,0.25
363.00,0,0.79,0.00,176.61,-105.40,0.25
364.00,0,0.81,0.00,176.53,-105.41,0.25
365.00,0,0.79,0.00,176.45,-105.43,0.25
366.00,0,0.81,0.00,176.37,-105.44,0.25
367.00,0,0.78,0.00,176.29,-105.44,0.25
368.00,0,0.79,0.00,176.21,-105.45,0.25
369.00,0,0.80,0.00,176.13,-105.46,0.25
370.00,0,0.78,0.00,176.05,-105.46,0.25
371.00,0,0.81,0.00,175.97,-105.47,0.25
372.00,0,0.79,0.00,175.89,-105.48,0.25
373.00,0,0.81,0.00,175.81,-105.49,0.25
374.00,0,0.79,0.00,175.73,-105.49,0.25
375.00,0,0.81,0.00,175.65,-105.50,0.25
376.00,0,0.79,0.00,175.57,-105.51,0.25
377.00,0,0.81,0.00,175.49,-105.52,0.25
378.00,0,0.79,0.00,175.41,-105.52,0.25
379.00,0,0.81,0.00,175.33,-105.53,0.25
380.00,0,0.79,0.00,175.25,-105.54,0.25
381.00,0,0.81,0.00,175.17,-105.54,0.25
382.00,0,0.79,0.00,175.09,-105.55,0.25
383.00,0,0.81,0.00,175.01,-105.56,0.25
384.00,0,0.79,0.00,174.93,-105.56,0.25
385.00,0,0.81,0.00,174.85,-105.57,0.25
386.00,0,0.79,0.00,174.77,-105.57,0.25
387.00,0,0.81,0.00,174.69,-105.58,0.25
388.00,0,0.79,0.00,174.61,-105.58,0.25
389.00,0,0.81,0.00,174.53,-105.59,0.25
390.00,0,0.79,0.00,174.45,-105.59,0.25
391.00,0,0.81,0.00,174.37,-105.60,0.25
392.00,0,0.79,0.00,174.29,-105.60,0.25
393.00,0,0.81,0.00,174.21,-105.60,0.25
394.00,0,0.79,0.00,174.13,-105.61,0.25
395.00,0,0.81,0.00,174.05,-105.61,0.25
396.00,0,0.79,0.00,173.97,-105.62,0.25
397.00,0,0.81,0.00,173.89,-105.62,0.25
398.00,0,0.79,0.00,173.81,-105.62,0.25
399.00,0,0.81,0.00,173.73,-105.63,0.25
400.00,0,0.79,0.00,173.65,-105.63,0.25
401.00,0,0.81,0.00,173.57,-105.63,0.25
402.00,0,0.79,0.00,173.49,-105.63,0.25
403.00,0,0.81,0.00,173.41,-105.63,0.25
404.00,0,0.79,0.00,173.33,-105.64,0.25
405.00,0,0.81,0.00,173.25,-105.64,0.25
406.00,0,0.79,0.00,173.17,-105.64,0.25
407.00,0,0.81,0.00,173.09,-105.64,0.25
408.00,0,0.79,0.00,173.01,-105.64,0.25
409.00,0,0.81,0.00,172.93,-105.64,0.25
410.00,0,0.79,0.00,172.85,-105.64,0.25
411.00,0,0.81,0.00,172.77,-105.65,0.25
412.00,0,0.79,0.00,172.69,-105.65,0.25
413.00,0,0.81,0.00,172.61,-105.65,0.25
414.00,0,0.79,0.00,172.53,-105.65,0.25
415.00,0,0.81,0.00,172.45,-105.65,0.25
416.00,0,0.79,0.00,172.37,-105.65,0.25
417.00,0,0.81,0.00,172.29,-105.65,0.25
418.00,0,0.79,0.00,172.20,-105.64,0.25
419.00,0,0.81,0.00,172.12,-105.64,0.25
420.00,0,0.79,0.00,172.04,-105.64,0.25
421.00,0,0.81,0.00,171.96,-105.64,0.25
422.00,0,0.79,0.00,171.88,-105.64,0.25
423.00,0,0.81,0.00,171.80,-105.64,0.25
424.00,0,0.79,0.00,171.72,-105.64,0.25
425.00,0,0.81,0.00,171.64,-105.64,0.25
426.00,0,0.79,0.00,171.56,-105.63,0.25
427.00,0,0.81,0.00,171.48,-105.63,0.25
428.00,0,0.79,0.00,171.40,-105.63,0.25
429.00,0,0.81,0.00,171.32,-105.63,0.25
430.00,0,0.79,0.00,171.24,-105.62,0.25
431.00,0,0.81,0.00,171.16,-105.62,0.25
432.00,0,0.79,0.00,171.08,-105.62,0.25
433.00,0,0.81,0.00,171.00,-105.62,0.25
434.00,0,0.79,0.00,170.92,-105.61,0.25
435.00,0,0.81,0.00,170.84,-105.61,0.25
436.00,0,0.79,0.00,170.76,-105.61,0.25
437.00,0,0.81,0.00,170.68,-105.60,0.25
438.00,0,0.79,0.00,170.60,-105.60,0.25
439.00,0,0.81,0.00,170.52,-105.59,0.25
440.00,0,0.79,0.00,170.44,-105.59,0.25
441.00,0,0.81,0.00,170.36,-105.59,0.25
442.00,0,0.79,0.00,170.28,-105.58,0.25
443.00,0,0.81,0.00,170.20,-105.58,0.25
444.00,0,0.79,0.00,170.12,-105.57,0.25
445.00,0,0.81,0.00,170.04,-105.57,0.25
446.00,0,0.79,0.00,169.96,-105.56,0.25
447.00,0,0.81,0.00,169.88,-105.56,0.25
448.00,0,0.79,0.00,169.80,-105.55,0.25
449.00,0,0.81,0.00,169.72,-105.55,0.25
450.00,0,0.79,0.00,169.64,-105.54,0.25
451.00,0,0.81,0.00,169.56,-105.54,0.25
452.00,0,0.79,0.00,169.48,-105.53,0.25
453.00,0,0.81,0.00,169.40,-105.53,0.25
454.00,0,0.79,0.00,169.32,-105.52,0.25
455.00,0,0.81,0.00,169.24,-105.51,0.25
456.00,0,0.79,0.00,169.16,-105.51,0.25
457.00,0,0.81,0.00,169.08,-105.50,0.25
458.00,0,0.79,0.00,169.00,-105.49,0.25
459.00,0,0.81,0.00,168.92,-105.49,0.25
460.00,0,0.79,0.00,168.84,-105.48,0.25
461.00,0,0.81,0.00,168.76,-105.47,0.25
462.00,0,0.79,0.00,168.68,-105.47,0.25
463.00,0,0.81,0.00,168.60,-105.46,0.25
464.00,0,0.79,0.00,168.52,-105.45,0.25
465.00,0,0.81,0.00,168.44,-105.45,0.25
466.00,0,0.79,0.00,168.36,-105.44,0.25
467.00,0,0.81,0.00,168.28,-105.43,0.25
468.00,0,0.79,0.00,168.20,-105.42,0.25
469.00,0,0.81,0.00,168.12,-105.42,0.25
470.00,0,0.78,0.00,168.04,-105.42,0.25
471.00,0,0.79,0.00,167.96,-105.42,0.25
472.00,0,0.80,0.00,167.88,-105.42,0.25
473.00,0,0.78,0.00,167.80,-105.42,0.25
474.00,0,0.81,0.00,167.72,-105.41,0.25
475.00,0,0.79,0.00,167.64,-105.41,0.25
476.00,0,0.81,0.00,167.56,-105.41,0.25
477.00,0,0.79,0.00,167.48,-105.41,0.25
478.00,0,0.81,0.00,167.40,-105.41,0.25
479.00,0,0.79,0.00,167.32,-105.41,0.25
480.00,0,0.81,0.00,167.24,-105.40,0.25
481.00,0,0.79,0.00,167.16,-105.40,0.25
482.00,0,0.81,0.00,167.08,-105.40,0.25
483.00,0,0.79,0.00,167.00,-105.40,0.25
484.00,0,0.81,0.00,166.92,-105.40,0.25
485.00,0,0.79,0.00,166.84,-105.40,0.25
486.00,0,0.81,0.00,166.75,-105.40,0.25
487.00,0,0.79,0.00,166.67,-105.40,0.25
488.00,0,0.81,0.00,166.59,-105.40,0.25
489.00,0,0.79,0.00,166.51,-105.40,0.25
490.00,0,0.81,0.00,166.43,-105.40,0.25
491.00,0,0.79,0.00,166.35,-105.40,0.25
492.00,0,0.81,0.00,166.27,-105.40,0.25
493.00,0,0.79,0.00,166.19,-105.40,0.25
494.00,0,0.81,0.00,166.11,-105.40,0.25
495.00,0,0.79,0.00,166.03,-105.40,0.25
496.00,0,0.81,0.00,165.95,-105.40,0.25
497.00,0,0.79,0.00,165.87,-105.41,0.25
498.00,0,0.81,0.00,165.79,-105.41,0.25
499.00,0,0.79,0.00,165.71,-105.41,0.25
500.00,0,0.81,0.00,165.63,-105.41,0.25
501.00,0,0.79,0.00,165.55,-105.41,0.25
502.00,0,0.81,0.00,165.47,-105.41,0.25
503.00,0,0.79,0.00,165.39,-105.42,0.25
504.00,0,0.81,0.00,165.31,-105.42,0.25
505.00,0,0.79,0.00,165.23,-105.42,0.25
506.00,0,0.81,0.00,165.15,-105.42,0.25
507.00,0,0.79,0.00,165.07,-105.42,0.25
508.00,0,0.81,0.00,164.99,-105.43,0.25
509.00,0,0.79,0.00,164.91,-105.43,0.25
510.00,0,0.81,0.00,164.83,-105.43,0.25
511.00,0,0.78,0.00,164.75,-105.43,0.25
512.00,0,0.80,0.00,164.67,-105.43,0.25
513.00,0,0.78,0.00,164.59,-105.42,0.25
514.00,0,0.75,0.00,164.51,-105.43,0.25
