simulation_time_s,obj_index,speed_mps,brake,pos_x,pos_y,pos_z
76.00,0,0.79,0.00,6.01,-105.54,0.25
77.00,0,0.78,0.00,5.94,-105.54,0.25
78.00,0,0.80,0.00,5.86,-105.55,0.25
79.00,0,0.80,0.00,5.78,-105.55,0.25
80.00,0,0.80,0.00,5.70,-105.54,0.25
81.00,0,0.78,0.00,5.62,-105.54,0.25
82.00,0,0.77,0.00,5.54,-105.54,0.25
83.00,0,0.80,0.00,5.47,-105.55,0.25
84.00,0,0.78,0.00,5.39,-105.55,0.25
85.00,0,0.80,0.00,5.31,-105.54,0.25
86.00,0,0.78,0.00,5.23,-105.54,0.25
87.00,0,0.77,0.00,5.15,-105.55,0.25
88.00,0,0.81,0.00,5.08,-105.55,0.25
89.00,0,0.80,0.00,5.00,-105.55,0.25
90.00,0,0.80,0.00,4.92,-105.54,0.25
91.00,0,0.78,0.00,4.84,-105.54,0.25
92.00,0,0.78,0.00,4.76,-105.55,0.25
93.00,0,0.79,0.00,4.68,-105.55,0.25
94.00,0,0.79,0.00,4.61,-105.55,0.25
95.00,0,0.75,0.00,4.53,-105.55,0.25
96.00,0,0.74,0.00,4.46,-105.55,0.25
97.00,0,0.68,0.00,4.39,-105.55,0.25
98.00,0,0.75,0.00,4.31,-105.55,0.25
99.00,0,0.72,0.00,4.24,-105.55,0.25
100.00,0,0.70,0.00,4.17,-105.56,0.25
101.00,0,0.70,0.00,4.09,-105.56,0.25
102.00,0,0.69,0.00,4.02,-105.56,0.25
103.00,0,0.72,0.00,3.95,-105.56,0.25
104.00,0,0.82,0.00,3.87,-105.57,0.25
105.00,0,0.81,0.00,3.79,-105.57,0.25
106.00,0,0.79,0.00,3.71,-105.58,0.25
107.00,0,0.79,0.00,3.63,-105.58,0.25
108.00,0,0.78,0.00,3.55,-105.58,0.25
109.00,0,0.80,0.00,3.48,-105.59,0.25
110.00,0,0.81,0.00,3.39,-105.59,0.25
111.00,0,0.80,0.00,3.31,-105.60,0.25
112.00,0,0.81,0.00,3.23,-105.60,0.25
113.00,0,0.80,0.00,3.15,-105.61,0.25
114.00,0,0.79,0.00,3.07,-105.61,0.25
115.00,0,0.78,0.00,2.99,-105.61,0.25
116.00,0,0.78,0.00,2.92,-105.62,0.25
117.00,0,0.76,0.00,2.84,-105.63,0.25
118.00,0,0.77,0.00,2.76,-105.63,0.25
119.00,0,0.77,0.00,2.68,-105.64,0.25
120.00,0,0.79,0.00,2.61,-105.64,0.25
121.00,0,0.79,0.00,2.53,-105.65,0.25
122.00,0,0.77,0.00,2.45,-105.65,0.25
123.00,0,0.77,0.00,2.37,-105.66,0.25
124.00,0,0.77,0.00,2.29,-105.67,0.25
125.00,0,0.78,0.00,2.22,-105.67,0.25
126.00,0,0.77,0.00,2.14,-105.68,0.25
127.00,0,0.78,0.00,2.06,-105.69,0.25
128.00,0,0.77,0.00,1.98,-105.69,0.25
129.00,0,0.77,0.00,1.91,-105.70,0.25
130.00,0,0.77,0.00,1.83,-105.71,0.25
131.00,0,0.78,0.00,1.75,-105.72,0.25
132.00,0,0.77,0.00,1.67,-105.73,0.25
133.00,0,0.78,0.00,1.60,-105.73,0.25
134.00,0,0.78,0.00,1.52,-105.74,0.25
135.00,0,0.79,0.00,1.44,-105.75,0.25
136.00,0,0.80,0.00,1.36,-105.76,0.25
137.00,0,0.79,0.00,1.28,-105.77,0.25
138.00,0,0.78,0.00,1.20,-105.78,0.25
139.00,0,0.79,0.00,1.12,-105.79,0.25
140.00,0,0.78,0.00,1.05,-105.80,0.25
141.00,0,0.78,0.00,0.97,-105.81,0.25
142.00,0,0.79,0.00,0.89,-105.83,0.25
143.00,0,0.79,0.00,0.81,-105.84,0.25
144.00,0,0.78,0.00,0.73,-105.85,0.25
145.00,0,0.77,0.00,0.66,-105.86,0.25
146.00,0,0.78,0.00,0.58,-105.87,0.25
147.00,0,0.78,0.00,0.50,-105.89,0.25
148.00,0,0.79,0.00,0.43,-105.90,0.25
149.00,0,0.77,0.00,0.35,-105.91,0.25
150.00,0,0.78,0.00,0.27,-105.93,0.25
151.00,0,0.79,0.00,0.19,-105.94,0.25
152.00,0,0.79,0.00,0.12,-105.96,0.25
153.00,0,0.79,0.00,0.04,-105.97,0.25
154.00,0,0.79,0.00,-0.04,-105.99,0.25
155.00,0,0.78,0.00,-0.12,-106.00,0.25
156.00,0,0.78,0.00,-0.19,-106.02,0.25
157.00,0,0.77,0.00,-0.27,-106.04,0.25
158.00,0,0.76,0.00,-0.35,-106.05,0.25
159.00,0,0.77,0.00,-0.42,-106.07,0.25
160.00,0,0.77,0.00,-0.49,-106.09,0.25
161.00,0,0.79,0.00,-0.57,-106.11,0.25
162.00,0,0.79,0.00,-0.65,-106.13,0.25
163.00,0,0.78,0.00,-0.72,-106.15,0.25
164.00,0,0.79,0.00,-0.80,-106.17,0.25
165.00,0,0.80,0.00,-0.88,-106.19,0.25
166.00,0,0.80,0.00,-0.95,-106.21,0.25
167.00,0,0.79,0.00,-1.03,-106.23,0.25
168.00,0,0.79,0.00,-1.11,-106.25,0.25
169.00,0,0.79,0.00,-1.18,-106.27,0.25
170.00,0,0.79,0.00,-1.26,-106.30,0.25
171.00,0,0.78,0.00,-1.33,-106.32,0.25
172.00,0,0.78,0.00,-1.41,-106.34,0.25
173.00,0,0.76,0.00,-1.48,-106.37,0.25
174.00,0,0.81,0.00,-1.55,-106.39,0.25
175.00,0,0.80,0.00,-1.63,-106.42,0.25
176.00,0,0.79,0.00,-1.71,-106.44,0.25
177.00,0,0.78,0.00,-1.78,-106.47,0.25
178.00,0,0.77,0.00,-1.85,-106.49,0.25
179.00,0,0.80,0.00,-1.93,-106.52,0.25
180.00,0,0.78,0.00,-2.00,-106.55,0.25
181.00,0,0.77,0.00,-2.15,-106.61,0.25
182.00,0,0.80,0.00,-2.22,-106.63,0.25
183.00,0,0.81,0.00,-2.29,-106.67,0.25
184.00,0,0.81,0.00,-2.37,-106.70,0.25
185.00,0,0.82,0.00,-2.44,-106.73,0.25
186.00,0,0.81,0.00,-2.58,-106.79,0.25
187.00,0,0.79,0.00,-2.66,-106.82,0.25
188.00,0,0.79,0.00,-2.73,-106.86,0.25
189.00,0,0.79,0.00,-2.80,-106.89,0.25
190.00,0,0.80,0.00,-2.87,-106.93,0.25
191.00,0,0.80,0.00,-2.94,-106.96,0.25
192.00,0,0.80,0.00,-3.01,-107.00,0.25
193.00,0,0.80,0.00,-3.08,-107.03,0.25
194.00,0,0.78,0.00,-3.15,-107.07,0.25
195.00,0,0.78,0.00,-3.22,-107.10,0.25
196.00,0,0.76,0.00,-3.29,-107.14,0.25
197.00,0,0.81,0.00,-3.35,-107.18,0.25
198.00,0,0.79,0.00,-3.42,-107.22,0.25
199.00,0,0.80,0.00,-3.49,-107.26,0.25
200.00,0,0.79,0.00,-3.56,-107.29,0.25
201.00,0,0.78,0.00,-3.63,-107.33,0.25
202.00,0,0.80,0.00,-3.69,-107.37,0.25
203.00,0,0.80,0.00,-3.76,-107.42,0.25
204.00,0,0.79,0.00,-3.83,-107.46,0.25
205.00,0,0.79,0.00,-3.89,-107.50,0.25
206.00,0,0.78,0.00,-3.96,-107.54,0.25
207.00,0,0.79,0.00,-4.02,-107.58,0.25
208.00,0,0.78,0.00,-4.09,-107.63,0.25
209.00,0,0.79,0.00,-4.15,-107.67,0.25
210.00,0,0.80,0.00,-4.22,-107.72,0.25
211.00,0,0.80,0.00,-4.28,-107.76,0.25
212.00,0,0.80,0.00,-4.34,-107.81,0.25
213.00,0,0.79,0.00,-4.41,-107.85,0.25
214.00,0,0.79,0.00,-4.47,-107.90,0.25
215.00,0,0.78,0.00,-4.53,-107.95,0.25
216.00,0,0.79,0.00,-4.59,-107.99,0.25
217.00,0,0.79,0.00,-4.66,-108.04,0.25
218.00,0,0.81,0.00,-4.72,-108.09,0.25
219.00,0,0.80,0.00,-4.78,-108.14,0.25
220.00,0,0.80,0.00,-4.84,-108.19,0.25
221.00,0,0.81,0.00,-4.90,-108.24,0.25
222.00,0,0.79,0.00,-4.96,-108.29,0.25
223.00,0,0.78,0.00,-5.02,-108.34,0.25
224.00,0,0.81,0.00,-5.08,-108.39,0.25
225.00,0,0.80,0.00,-5.14,-108.45,0.25
226.00,0,0.80,0.00,-5.20,-108.50,0.25
227.00,0,0.79,0.00,-5.25,-108.55,0.25
228.00,0,0.79,0.00,-5.31,-108.61,0.25
229.00,0,0.79,0.00,-5.37,-108.66,0.25
230.00,0,0.79,0.00,-5.42,-108.71,0.25
231.00,0,0.79,0.00,-5.48,-108.77,0.25
232.00,0,0.79,0.00,-5.53,-108.82,0.25
233.00,0,0.80,0.00,-5.59,-108.88,0.25
234.00,0,0.78,0.00,-5.64,-108.93,0.25
235.00,0,0.79,0.00,-5.70,-108.99,0.25
236.00,0,0.79,0.00,-5.75,-109.05,0.25
237.00,0,0.79,0.00,-5.80,-109.10,0.25
238.00,0,0.80,0.00,-5.86,-109.16,0.25
239.00,0,0.79,0.00,-5.91,-109.22,0.25
240.00,0,0.79,0.00,-5.96,-109.28,0.25
241.00,0,0.78,0.00,-6.01,-109.34,0.25
242.00,0,0.78,0.00,-6.06,-109.40,0.25
243.00,0,0.79,0.00,-6.11,-109.45,0.25
244.00,0,0.79,0.00,-6.16,-109.51,0.25
245.00,0,0.79,0.00,-6.21,-109.57,0.25
246.00,0,0.81,0.00,-6.26,-109.64,0.25
247.00,0,0.80,0.00,-6.31,-109.70,0.25
248.00,0,0.80,0.00,-6.35,-109.76,0.25
249.00,0,0.79,0.00,-6.40,-109.82,0.25
250.00,0,0.78,0.00,-6.45,-109.88,0.25
251.00,0,0.80,0.00,-6.49,-109.95,0.25
252.00,0,0.80,0.00,-6.54,-110.01,0.25
253.00,0,0.79,0.00,-6.58,-110.07,0.25
254.00,0,0.81,0.00,-6.63,-110.14,0.25
255.00,0,0.79,0.00,-6.67,-110.20,0.25
256.00,0,0.80,0.00,-6.72,-110.27,0.25
257.00,0,0.80,0.00,-6.76,-110.33,0.25
258.00,0,0.79,0.00,-6.80,-110.40,0.25
259.00,0,0.80,0.00,-6.85,-110.46,0.25
260.00,0,0.78,0.00,-6.89,-110.53,0.25
261.00,0,0.78,0.00,-6.93,-110.60,0.25
262.00,0,0.80,0.00,-6.97,-110.66,0.25
263.00,0,0.79,0.00,-7.01,-110.73,0.25
264.00,0,0.79,0.00,-7.05,-110.80,0.25
265.00,0,0.81,0.00,-7.09,-110.86,0.25
266.00,0,0.80,0.00,-7.12,-110.93,0.25
267.00,0,0.80,0.00,-7.16,-111.00,0.25
268.00,0,0.79,0.00,-7.20,-111.07,0.25
269.00,0,0.80,0.00,-7.24,-111.14,0.25
270.00,0,0.79,0.00,-7.27,-111.21,0.25
271.00,0,0.79,0.00,-7.31,-111.28,0.25
272.00,0,0.77,0.00,-7.34,-111.35,0.25
273.00,0,0.77,0.00,-7.38,-111.42,0.25
274.00,0,0.76,0.00,-7.41,-111.48,0.25
275.00,0,0.80,0.00,-7.44,-111.55,0.25
276.00,0,0.78,0.00,-7.48,-111.62,0.25
277.00,0,0.78,0.00,-7.51,-111.70,0.25
278.00,0,0.79,0.00,-7.54,-111.77,0.25
279.00,0,0.78,0.00,-7.57,-111.84,0.25
280.00,0,0.77,0.00,-7.60,-111.91,0.25
281.00,0,0.80,0.00,-7.63,-111.98,0.25
282.00,0,0.80,0.00,-7.66,-112.05,0.25
283.00,0,0.79,0.00,-7.69,-112.12,0.25
284.00,0,0.80,0.00,-7.72,-112.20,0.25
285.00,0,0.78,0.00,-7.75,-112.27,0.25
286.00,0,0.79,0.00,-7.77,-112.34,0.25
287.00,0,0.80,0.00,-7.80,-112.42,0.25
288.00,0,0.79,0.00,-7.83,-112.49,0.25
289.00,0,0.79,0.00,-7.85,-112.56,0.25
290.00,0,0.79,0.00,-7.88,-112.64,0.25
291.00,0,0.79,0.00,-7.90,-112.71,0.25
292.00,0,0.77,0.00,-7.93,-112.78,0.25
293.00,0,0.78,0.00,-7.95,-112.86,0.25
294.00,0,0.80,0.00,-7.97,-112.93,0.25
295.00,0,0.81,0.00,-7.99,-113.01,0.25
296.00,0,0.80,0.00,-8.02,-113.09,0.25
297.00,0,0.81,0.00,-8.04,-113.16,0.25
298.00,0,0.65,0.00,-8.05,-113.23,0.25
299.00,0,0.64,0.00,-8.07,-113.30,0.25
300.00,0,0.72,0.00,-8.09,-113.36,0.26
301.00,0,0.73,0.00,-8.11,-113.43,0.27
302.00,0,0.76,0.00,-8.13,-113.50,0.27
303.00,0,0.78,0.00,-8.14,-113.57,0.28
304.00,0,0.78,0.00,-8.16,-113.65,0.28
305.00,0,0.79,0.00,-8.18,-113.73,0.28
306.00,0,0.80,0.00,-8.20,-113.80,0.28
307.00,0,0.81,0.00,-8.21,-113.88,0.28
308.00,0,0.82,0.00,-8.23,-113.96,0.28
309.00,0,0.83,0.00,-8.25,-114.04,0.28
310.00,0,0.83,0.00,-8.26,-114.13,0.28
311.00,0,0.82,0.00,-8.28,-114.21,0.28
312.00,0,0.81,0.00,-8.29,-114.29,0.28
313.00,0,0.79,0.00,-8.30,-114.37,0.28
314.00,0,0.81,0.00,-8.31,-114.45,0.28
315.00,0,0.83,0.00,-8.33,-114.53,0.28
316.00,0,0.81,0.00,-8.34,-114.61,0.28
317.00,0,0.78,0.00,-8.35,-114.69,0.28
318.00,0,0.78,0.00,-8.36,-114.76,0.28
319.00,0,0.78,0.00,-8.37,-114.84,0.28
320.00,0,0.77,0.00,-8.38,-114.92,0.28
321.00,0,0.78,0.00,-8.38,-115.00,0.28
322.00,0,0.79,0.00,-8.39,-115.08,0.28
323.00,0,0.78,0.00,-8.40,-115.15,0.28
324.00,0,0.78,0.00,-8.40,-115.23,0.28
325.00,0,0.77,0.00,-8.41,-115.31,0.28
326.00,0,0.77,0.00,-8.42,-115.39,0.28
327.00,0,0.81,0.00,-8.42,-115.47,0.28
328.00,0,0.83,0.00,-8.42,-115.55,0.28
329.00,0,0.80,0.00,-8.43,-115.63,0.28
330.00,0,0.80,0.00,-8.43,-115.71,0.28
331.00,0,0.78,0.00,-8.43,-115.79,0.28
332.00,0,0.78,0.00,-8.44,-115.87,0.28
333.00,0,0.83,0.00,-8.44,-115.95,0.28
334.00,0,0.80,0.00,-8.44,-116.03,0.28
335.00,0,0.81,0.00,-8.44,-116.11,0.28
336.00,0,0.79,0.00,-8.44,-116.19,0.28
337.00,0,0.79,0.00,-8.44,-116.27,0.28
338.00,0,0.81,0.00,-8.44,-116.35,0.28
339.00,0,0.81,0.00,-8.43,-116.43,0.27
340.00,0,0.83,0.00,-8.43,-116.51,0.26
341.00,0,0.78,0.00,-8.43,-116.59,0.26
342.00,0,0.80,0.00,-8.43,-116.66,0.26
343.00,0,0.76,0.00,-8.42,-116.74,0.25
344.00,0,0.77,0.00,-8.42,-116.82,0.25
345.00,0,0.78,0.00,-8.41,-116.90,0.25
346.00,0,0.79,0.00,-8.41,-116.97,0.25
347.00,0,0.78,0.00,-8.40,-117.05,0.25
348.00,0,0.79,0.00,-8.40,-117.13,0.25
349.00,0,0.76,0.00,-8.39,-117.21,0.25
350.00,0,0.80,0.00,-8.38,-117.29,0.25
351.00,0,0.80,0.00,-8.38,-117.36,0.25
352.00,0,0.80,0.00,-8.37,-117.44,0.25
353.00,0,0.80,0.00,-8.36,-117.52,0.25
354.00,0,0.79,0.00,-8.35,-117.60,0.25
355.00,0,0.78,0.00,-8.34,-117.68,0.25
356.00,0,0.76,0.00,-8.32,-117.75,0.25
357.00,0,0.76,0.00,-8.30,-117.83,0.25
358.00,0,0.74,0.00,-8.29,-117.90,0.25
359.00,0,0.74,0.00,-8.28,-117.97,0.25
360.00,0,0.70,0.00,-8.27,-118.04,0.25
361.00,0,0.70,0.00,-8.26,-118.11,0.25
362.00,0,0.70,0.00,-8.25,-118.18,0.25
363.00,0,0.76,0.00,-8.24,-118.25,0.25
364.00,0,0.76,0.00,-8.22,-118.32,0.25
365.00,0,0.75,0.00,-8.21,-118.39,0.25
366.00,0,0.80,0.00,-8.20,-118.47,0.25
367.00,0,0.79,0.00,-8.18,-118.55,0.25
368.00,0,0.78,0.00,-8.17,-118.62,0.25
369.00,0,0.81,0.00,-8.16,-118.70,0.25
370.00,0,0.80,0.00,-8.14,-118.78,0.25
371.00,0,0.80,0.00,-8.13,-118.86,0.25
372.00,0,0.79,0.00,-8.11,-118.93,0.25
373.00,0,0.79,0.00,-8.10,-119.01,0.25
374.00,0,0.79,0.00,-8.08,-119.09,0.25
375.00,0,0.83,0.00,-8.06,-119.17,0.25
376.00,0,0.83,0.00,-8.05,-119.25,0.25
377.00,0,0.83,0.00,-8.03,-119.33,0.25
378.00,0,0.81,0.00,-8.01,-119.41,0.25
379.00,0,0.80,0.00,-8.00,-119.49,0.25
380.00,0,0.79,0.00,-7.98,-119.56,0.25
381.00,0,0.78,0.00,-7.96,-119.64,0.25
382.00,0,0.79,0.00,-7.95,-119.71,0.25
383.00,0,0.80,0.00,-7.93,-119.79,0.25
384.00,0,0.78,0.00,-7.91,-119.87,0.25
385.00,0,0.81,0.00,-7.89,-119.94,0.25
386.00,0,0.79,0.00,-7.88,-120.02,0.25
387.00,0,0.81,0.00,-7.86,-120.10,0.25
388.00,0,0.79,0.00,-7.84,-120.17,0.25
389.00,0,0.81,0.00,-7.82,-120.25,0.25
390.00,0,0.79,0.00,-7.80,-120.33,0.25
391.00,0,0.81,0.00,-7.78,-120.41,0.25
392.00,0,0.79,0.00,-7.77,-120.48,0.25
393.00,0,0.81,0.00,-7.75,-120.56,0.25
394.00,0,0.79,0.00,-7.73,-120.64,0.25
395.00,0,0.81,0.00,-7.71,-120.72,0.25
396.00,0,0.79,0.00,-7.69,-120.79,0.25
397.00,0,0.81,0.00,-7.67,-120.87,0.25
398.00,0,0.79,0.00,-7.65,-120.95,0.25
399.00,0,0.81,0.00,-7.64,-121.02,0.25
400.00,0,0.79,0.00,-7.62,-121.10,0.25
401.00,0,0.81,0.00,-7.60,-121.18,0.25
402.00,0,0.79,0.00,-7.58,-121.25,0.25
403.00,0,0.81,0.00,-7.56,-121.33,0.25
404.00,0,0.79,0.00,-7.54,-121.41,0.25
405.00,0,0.81,0.00,-7.52,-121.49,0.25
406.00,0,0.79,0.00,-7.50,-121.56,0.25
407.00,0,0.81,0.00,-7.48,-121.64,0.25
408.00,0,0.79,0.00,-7.46,-121.72,0.25
409.00,0,0.81,0.00,-7.44,-121.79,0.25
410.00,0,0.79,0.00,-7.42,-121.87,0.25
411.00,0,0.81,0.00,-7.40,-121.95,0.25
412.00,0,0.79,0.00,-7.38,-122.02,0.25
413.00,0,0.81,0.00,-7.36,-122.10,0.25
414.00,0,0.79,0.00,-7.35,-122.18,0.25
415.00,0,0.80,0.00,-7.34,-122.25,0.25
416.00,0,0.78,0.00,-7.32,-122.33,0.25
417.00,0,0.80,0.00,-7.31,-122.41,0.25
418.00,0,0.79,0.00,-7.29,-122.49,0.25
419.00,0,0.81,0.00,-7.28,-122.57,0.25
420.00,0,0.79,0.00,-7.27,-122.64,0.25
421.00,0,0.81,0.00,-7.25,-122.72,0.25
422.00,0,0.79,0.00,-7.24,-122.80,0.25
423.00,0,0.81,0.00,-7.22,-122.88,0.25
424.00,0,0.79,0.00,-7.21,-122.96,0.25
425.00,0,0.81,0.00,-7.20,-123.03,0.25
426.00,0,0.79,0.00,-7.19,-123.11,0.25
427.00,0,0.81,0.00,-7.17,-123.19,0.25
428.00,0,0.79,0.00,-7.16,-123.27,0.25
429.00,0,0.81,0.00,-7.15,-123.35,0.25
430.00,0,0.79,0.00,-7.14,-123.43,0.25
431.00,0,0.81,0.00,-7.13,-123.50,0.25
432.00,0,0.79,0.00,-7.11,-123.58,0.25
433.00,0,0.81,0.00,-7.10,-123.66,0.25
434.00,0,0.79,0.00,-7.09,-123.74,0.25
435.00,0,0.81,0.00,-7.08,-123.82,0.25
436.00,0,0.79,0.00,-7.07,-123.90,0.25
437.00,0,0.81,0.00,-7.06,-123.98,0.25
438.00,0,0.79,0.00,-7.05,-124.05,0.25
439.00,0,0.81,0.00,-7.04,-124.13,0.25
440.00,0,0.79,0.00,-7.04,-124.21,0.25
441.00,0,0.81,0.00,-7.03,-124.29,0.25
442.00,0,0.79,0.00,-7.02,-124.37,0.25
443.00,0,0.81,0.00,-7.01,-124.45,0.25
444.00,0,0.79,0.00,-7.00,-124.53,0.25
445.00,0,0.81,0.00,-7.00,-124.61,0.25
446.00,0,0.79,0.00,-6.99,-124.68,0.25
447.00,0,0.81,0.00,-6.98,-124.76,0.25
448.00,0,0.79,0.00,-6.98,-124.84,0.25
449.00,0,0.81,0.00,-6.97,-124.92,0.25
450.00,0,0.79,0.00,-6.96,-125.00,0.25
451.00,0,0.81,0.00,-6.96,-125.08,0.25
452.00,0,0.79,0.00,-6.95,-125.16,0.25
453.00,0,0.81,0.00,-6.95,-125.24,0.25
454.00,0,0.79,0.00,-6.94,-125.32,0.25
455.00,0,0.81,0.00,-6.94,-125.40,0.25
456.00,0,0.79,0.00,-6.93,-125.47,0.25
457.00,0,0.81,0.00,-6.93,-125.55,0.25
458.00,0,0.79,0.00,-6.93,-125.63,0.25
459.00,0,0.81,0.00,-6.92,-125.71,0.25
460.00,0,0.79,0.00,-6.92,-125.79,0.25
461.00,0,0.81,0.00,-6.92,-125.87,0.25
462.00,0,0.79,0.00,-6.92,-125.95,0.25
463.00,0,0.81,0.00,-6.91,-126.03,0.25
464.00,0,0.79,0.00,-6.91,-126.11,0.25
465.00,0,0.81,0.00,-6.91,-126.19,0.25
466.00,0,0.79,0.00,-6.91,-126.27,0.25
467.00,0,0.81,0.00,-6.91,-126.35,0.25
468.00,0,0.79,0.00,-6.91,-126.42,0.25
469.00,0,0.81,0.00,-6.91,-126.50,0.25
470.00,0,0.79,0.00,-6.91,-126.58,0.25
471.00,0,0.81,0.00,-6.91,-126.66,0.25
472.00,0,0.79,0.00,-6.91,-126.74,0.25
473.00,0,0.81,0.00,-6.91,-126.82,0.25
474.00,0,0.79,0.00,-6.91,-126.90,0.25
475.00,0,0.81,0.00,-6.91,-126.98,0.25
476.00,0,0.79,0.00,-6.91,-127.06,0.25
477.00,0,0.81,0.00,-6.92,-127.14,0.25
478.00,0,0.79,0.00,-6.92,-127.22,0.25
479.00,0,0.81,0.00,-6.92,-127.30,0.25
480.00,0,0.79,0.00,-6.92,-127.37,0.25
481.00,0,0.81,0.00,-6.93,-127.45,0.25
482.00,0,0.79,0.00,-6.93,-127.53,0.25
483.00,0,0.81,0.00,-6.93,-127.61,0.25
484.00,0,0.79,0.00,-6.94,-127.69,0.25
485.00,0,0.81,0.00,-6.94,-127.77,0.25
486.00,0,0.79,0.00,-6.94,-127.85,0.25
487.00,0,0.81,0.00,-6.95,-127.93,0.25
488.00,0,0.79,0.00,-6.95,-128.01,0.25
489.00,0,0.81,0.00,-6.96,-128.09,0.25
490.00,0,0.79,0.00,-6.96,-128.17,0.25
491.00,0,0.81,0.00,-6.97,-128.25,0.25
492.00,0,0.79,0.00,-6.97,-128.32,0.25
493.00,0,0.81,0.00,-6.98,-128.40,0.25
494.00,0,0.79,0.00,-6.98,-128.48,0.25
495.00,0,0.81,0.00,-6.99,-128.56,0.25
496.00,0,0.79,0.00,-7.00,-128.64,0.25
497.00,0,0.81,0.00,-7.00,-128.72,0.25
498.00,0,0.79,0.00,-7.01,-128.80,0.25
499.00,0,0.81,0.00,-7.02,-128.88,0.25
500.00,0,0.79,0.00,-7.02,-128.96,0.25
501.00,0,0.81,0.00,-7.03,-129.03,0.25
