simulation_time_s,obj_index,speed_mps,brake,pos_x,pos_y,pos_z
195.00,0,0.80,0.00,189.58,-106.64,0.25
196.00,0,0.79,0.00,189.51,-106.60,0.25
197.00,0,0.79,0.00,189.45,-106.56,0.25
198.00,0,0.80,0.00,189.38,-106.52,0.25
199.00,0,0.79,0.00,189.31,-106.48,0.25
200.00,0,0.79,0.00,189.24,-106.44,0.25
201.00,0,0.80,0.00,189.17,-106.40,0.25
202.00,0,0.79,0.00,189.10,-106.37,0.25
203.00,0,0.79,0.00,189.04,-106.33,0.25
204.00,0,0.78,0.00,188.97,-106.30,0.25
205.00,0,0.79,0.00,188.90,-106.26,0.25
206.00,0,0.79,0.00,188.83,-106.23,0.25
207.00,0,0.79,0.00,188.76,-106.19,0.25
208.00,0,0.80,0.00,188.69,-106.16,0.25
209.00,0,0.80,0.00,188.62,-106.12,0.25
210.00,0,0.79,0.00,188.55,-106.09,0.25
211.00,0,0.80,0.00,188.48,-106.06,0.25
212.00,0,0.78,0.00,188.40,-106.03,0.25
213.00,0,0.80,0.00,188.33,-105.99,0.25
214.00,0,0.78,0.00,188.26,-105.96,0.25
215.00,0,0.79,0.00,188.19,-105.93,0.25
216.00,0,0.80,0.00,188.12,-105.90,0.25
217.00,0,0.80,0.00,188.04,-105.87,0.25
218.00,0,0.79,0.00,187.97,-105.84,0.25
219.00,0,0.81,0.00,187.90,-105.81,0.25
220.00,0,0.80,0.00,187.83,-105.79,0.25
221.00,0,0.81,0.00,187.75,-105.76,0.25
222.00,0,0.80,0.00,187.68,-105.73,0.25
223.00,0,0.79,0.00,187.60,-105.70,0.25
224.00,0,0.79,0.00,187.53,-105.68,0.25
225.00,0,0.78,0.00,187.46,-105.65,0.25
226.00,0,0.79,0.00,187.38,-105.63,0.25
227.00,0,0.79,0.00,187.31,-105.60,0.25
228.00,0,0.78,0.00,187.23,-105.58,0.25
229.00,0,0.79,0.00,187.16,-105.55,0.25
230.00,0,0.77,0.00,187.09,-105.53,0.25
231.00,0,0.77,0.00,187.02,-105.51,0.25
232.00,0,0.78,0.00,186.94,-105.48,0.25
233.00,0,0.77,0.00,186.87,-105.46,0.25
234.00,0,0.78,0.00,186.79,-105.44,0.25
235.00,0,0.81,0.00,186.72,-105.42,0.25
236.00,0,0.81,0.00,186.64,-105.40,0.25
237.00,0,0.80,0.00,186.57,-105.38,0.25
238.00,0,0.80,0.00,186.49,-105.36,0.25
239.00,0,0.80,0.00,186.41,-105.34,0.25
240.00,0,0.79,0.00,186.34,-105.32,0.25
241.00,0,0.81,0.00,186.26,-105.30,0.25
242.00,0,0.82,0.00,186.18,-105.28,0.25
243.00,0,0.79,0.00,186.10,-105.26,0.25
244.00,0,0.81,0.00,186.03,-105.24,0.25
245.00,0,0.80,0.00,185.95,-105.22,0.25
246.00,0,0.81,0.00,185.87,-105.21,0.25
247.00,0,0.78,0.00,185.80,-105.19,0.25
248.00,0,0.78,0.00,185.72,-105.17,0.25
249.00,0,0.80,0.00,185.64,-105.16,0.25
250.00,0,0.79,0.00,185.57,-105.14,0.25
251.00,0,0.79,0.00,185.49,-105.13,0.25
252.00,0,0.78,0.00,185.41,-105.11,0.25
253.00,0,0.79,0.00,185.34,-105.10,0.25
254.00,0,0.80,0.00,185.26,-105.08,0.25
255.00,0,0.79,0.00,185.18,-105.07,0.25
256.00,0,0.79,0.00,185.10,-105.06,0.25
257.00,0,0.79,0.00,185.03,-105.04,0.25
258.00,0,0.82,0.00,184.95,-105.03,0.25
259.00,0,0.80,0.00,184.87,-105.02,0.25
260.00,0,0.80,0.00,184.79,-105.01,0.25
261.00,0,0.78,0.00,184.71,-104.99,0.25
262.00,0,0.78,0.00,184.64,-104.98,0.25
263.00,0,0.80,0.00,184.56,-104.97,0.25
264.00,0,0.82,0.00,184.48,-104.96,0.25
265.00,0,0.80,0.00,184.40,-104.95,0.25
266.00,0,0.81,0.00,184.32,-104.94,0.25
267.00,0,0.79,0.00,184.24,-104.93,0.25
268.00,0,0.80,0.00,184.17,-104.92,0.25
269.00,0,0.79,0.00,184.09,-104.91,0.25
270.00,0,0.81,0.00,184.01,-104.90,0.25
271.00,0,0.79,0.00,183.93,-104.90,0.25
272.00,0,0.81,0.00,183.85,-104.89,0.25
273.00,0,0.79,0.00,183.77,-104.88,0.25
274.00,0,0.80,0.00,183.69,-104.87,0.25
275.00,0,0.78,0.00,183.62,-104.87,0.25
276.00,0,0.79,0.00,183.54,-104.86,0.25
277.00,0,0.78,0.00,183.46,-104.86,0.25
278.00,0,0.77,0.00,183.38,-104.85,0.25
279.00,0,0.78,0.00,183.31,-104.84,0.25
280.00,0,0.79,0.00,183.23,-104.84,0.25
281.00,0,0.80,0.00,183.15,-104.83,0.25
282.00,0,0.80,0.00,183.07,-104.83,0.25
283.00,0,0.81,0.00,182.99,-104.83,0.25
284.00,0,0.79,0.00,182.91,-104.82,0.25
285.00,0,0.82,0.00,182.83,-104.82,0.25
286.00,0,0.80,0.00,182.75,-104.81,0.25
287.00,0,0.81,0.00,182.67,-104.81,0.25
288.00,0,0.79,0.00,182.59,-104.81,0.25
289.00,0,0.80,0.00,182.51,-104.81,0.25
290.00,0,0.79,0.00,182.44,-104.81,0.25
291.00,0,0.82,0.00,182.36,-104.80,0.25
292.00,0,0.80,0.00,182.28,-104.80,0.25
293.00,0,0.81,0.00,182.20,-104.80,0.25
294.00,0,0.79,0.00,182.12,-104.80,0.25
295.00,0,0.79,0.00,182.04,-104.80,0.25
296.00,0,0.78,0.00,181.96,-104.80,0.25
297.00,0,0.78,0.00,181.88,-104.80,0.25
298.00,0,0.82,0.00,181.80,-104.80,0.25
299.00,0,0.80,0.00,181.72,-104.80,0.25
300.00,0,0.81,0.00,181.64,-104.80,0.25
301.00,0,0.79,0.00,181.57,-104.81,0.25
302.00,0,0.80,0.00,181.49,-104.81,0.25
303.00,0,0.77,0.00,181.41,-104.81,0.25
304.00,0,0.74,0.00,181.34,-104.82,0.25
305.00,0,0.72,0.00,181.26,-104.83,0.25
306.00,0,0.72,0.00,181.19,-104.84,0.25
307.00,0,0.70,0.00,181.12,-104.84,0.25
308.00,0,0.68,0.00,181.05,-104.85,0.25
309.00,0,0.71,0.00,180.98,-104.85,0.25
310.00,0,0.72,0.00,180.91,-104.85,0.25
311.00,0,0.79,0.00,180.84,-104.86,0.25
312.00,0,0.79,0.00,180.76,-104.86,0.25
313.00,0,0.81,0.00,180.68,-104.87,0.25
314.00,0,0.81,0.00,180.60,-104.88,0.25
315.00,0,0.83,0.00,180.52,-104.88,0.25
316.00,0,0.82,0.00,180.44,-104.89,0.25
317.00,0,0.82,0.00,180.36,-104.90,0.25
318.00,0,0.81,0.00,180.28,-104.90,0.25
319.00,0,0.80,0.00,180.20,-104.91,0.25
320.00,0,0.80,0.00,180.12,-104.92,0.25
321.00,0,0.80,0.00,180.04,-104.93,0.25
322.00,0,0.82,0.00,179.96,-104.93,0.25
323.00,0,0.80,0.00,179.88,-104.94,0.25
324.00,0,0.81,0.00,179.80,-104.95,0.25
325.00,0,0.78,0.00,179.72,-104.96,0.25
326.00,0,0.79,0.00,179.64,-104.97,0.25
327.00,0,0.78,0.00,179.57,-104.97,0.25
328.00,0,0.78,0.00,179.49,-104.98,0.25
329.00,0,0.80,0.00,179.41,-104.99,0.25
330.00,0,0.79,0.00,179.33,-105.00,0.25
331.00,0,0.79,0.00,179.25,-105.01,0.25
332.00,0,0.82,0.00,179.17,-105.02,0.25
333.00,0,0.82,0.00,179.09,-105.03,0.25
334.00,0,0.79,0.00,179.01,-105.04,0.25
335.00,0,0.80,0.00,178.94,-105.05,0.25
336.00,0,0.80,0.00,178.86,-105.06,0.25
337.00,0,0.79,0.00,178.78,-105.07,0.25
338.00,0,0.82,0.00,178.70,-105.08,0.25
339.00,0,0.80,0.00,178.62,-105.09,0.25
340.00,0,0.81,0.00,178.54,-105.10,0.25
341.00,0,0.79,0.00,178.46,-105.12,0.25
342.00,0,0.81,0.00,178.39,-105.13,0.25
343.00,0,0.79,0.00,178.31,-105.14,0.25
344.00,0,0.81,0.00,178.23,-105.15,0.25
345.00,0,0.79,0.00,178.15,-105.16,0.25
346.00,0,0.81,0.00,178.07,-105.17,0.25
347.00,0,0.79,0.00,177.99,-105.18,0.25
348.00,0,0.81,0.00,177.92,-105.19,0.25
349.00,0,0.79,0.00,177.84,-105.21,0.25
350.00,0,0.81,0.00,177.76,-105.22,0.25
351.00,0,0.79,0.00,177.68,-105.23,0.25
352.00,0,0.81,0.00,177.60,-105.24,0.25
353.00,0,0.79,0.00,177.52,-105.25,0.25
354.00,0,0.81,0.00,177.45,-105.27,0.25
355.00,0,0.79,0.00,177.37,-105.28,0.25
356.00,0,0.81,0.00,177.29,-105.29,0.25
357.00,0,0.79,0.00,177.21,-105.30,0.25
358.00,0,0.81,0.00,177.13,-105.32,0.25
359.00,0,0.79,0.00,177.05,-105.33,0.25
360.00,0,0.81,0.00,176.98,-105.34,0.25
361.00,0,0.79,0.00,176.90,-105.35,0.25
362.00,0,0.81,0.00,176.82,-105.37,0.25
363.00,0,0.79,0.00,176.74,-105.38,0.25
364.00,0,0.81,0.00,176.66,-105.39,0.25
365.00,0,0.79,0.00,176.58,-105.41,0.25
366.00,0,0.81,0.00,176.51,-105.42,0.25
367.00,0,0.79,0.00,176.43,-105.43,0.25
368.00,0,0.81,0.00,176.35,-105.45,0.25
369.00,0,0.78,0.00,176.27,-105.45,0.25
370.00,0,0.80,0.00,176.19,-105.46,0.25
371.00,0,0.79,0.00,176.11,-105.46,0.25
372.00,0,0.81,0.00,176.04,-105.47,0.25
373.00,0,0.79,0.00,175.96,-105.48,0.25
374.00,0,0.81,0.00,175.88,-105.49,0.25
375.00,0,0.79,0.00,175.80,-105.50,0.25
376.00,0,0.81,0.00,175.72,-105.50,0.25
377.00,0,0.79,0.00,175.64,-105.51,0.25
378.00,0,0.81,0.00,175.56,-105.52,0.25
379.00,0,0.79,0.00,175.48,-105.52,0.25
380.00,0,0.81,0.00,175.40,-105.53,0.25
381.00,0,0.79,0.00,175.33,-105.54,0.25
382.00,0,0.81,0.00,175.25,-105.55,0.25
383.00,0,0.79,0.00,175.17,-105.55,0.25
384.00,0,0.81,0.00,175.09,-105.56,0.25
385.00,0,0.79,0.00,175.01,-105.56,0.25
386.00,0,0.81,0.00,174.93,-105.57,0.25
387.00,0,0.79,0.00,174.85,-105.57,0.25
388.00,0,0.81,0.00,174.77,-105.58,0.25
389.00,0,0.79,0.00,174.69,-105.59,0.25
390.00,0,0.81,0.00,174.61,-105.59,0.25
391.00,0,0.79,0.00,174.53,-105.60,0.25
392.00,0,0.81,0.00,174.46,-105.60,0.25
393.00,0,0.79,0.00,174.38,-105.60,0.25
394.00,0,0.81,0.00,174.30,-105.61,0.25
395.00,0,0.79,0.00,174.22,-105.61,0.25
396.00,0,0.81,0.00,174.14,-105.62,0.25
397.00,0,0.79,0.00,174.06,-105.62,0.25
398.00,0,0.81,0.00,173.98,-105.62,0.25
399.00,0,0.79,0.00,173.90,-105.63,0.25
400.00,0,0.81,0.00,173.82,-105.63,0.25
401.00,0,0.79,0.00,173.74,-105.63,0.25
402.00,0,0.81,0.00,173.66,-105.64,0.25
403.00,0,0.79,0.00,173.58,-105.64,0.25
404.00,0,0.81,0.00,173.51,-105.64,0.25
405.00,0,0.79,0.00,173.43,-105.64,0.25
406.00,0,0.81,0.00,173.35,-105.65,0.25
407.00,0,0.79,0.00,173.27,-105.65,0.25
408.00,0,0.81,0.00,173.19,-105.65,0.25
409.00,0,0.79,0.00,173.11,-105.65,0.25
410.00,0,0.81,0.00,173.03,-105.65,0.25
411.00,0,0.79,0.00,172.95,-105.65,0.25
412.00,0,0.81,0.00,172.87,-105.65,0.25
413.00,0,0.79,0.00,172.79,-105.65,0.25
414.00,0,0.81,0.00,172.71,-105.65,0.25
415.00,0,0.79,0.00,172.63,-105.65,0.25
416.00,0,0.81,0.00,172.55,-105.65,0.25
417.00,0,0.79,0.00,172.47,-105.65,0.25
418.00,0,0.81,0.00,172.40,-105.65,0.25
419.00,0,0.79,0.00,172.32,-105.65,0.25
420.00,0,0.81,0.00,172.24,-105.65,0.25
421.00,0,0.79,0.00,172.16,-105.65,0.25
422.00,0,0.81,0.00,172.08,-105.65,0.25
423.00,0,0.79,0.00,172.00,-105.65,0.25
424.00,0,0.81,0.00,171.92,-105.65,0.25
425.00,0,0.79,0.00,171.84,-105.65,0.25
426.00,0,0.81,0.00,171.76,-105.65,0.25
427.00,0,0.79,0.00,171.68,-105.64,0.25
428.00,0,0.81,0.00,171.60,-105.64,0.25
429.00,0,0.79,0.00,171.52,-105.64,0.25
430.00,0,0.81,0.00,171.44,-105.64,0.25
431.00,0,0.79,0.00,171.37,-105.64,0.25
432.00,0,0.81,0.00,171.29,-105.63,0.25
433.00,0,0.79,0.00,171.21,-105.63,0.25
434.00,0,0.81,0.00,171.13,-105.63,0.25
435.00,0,0.79,0.00,171.05,-105.62,0.25
436.00,0,0.81,0.00,170.97,-105.62,0.25
437.00,0,0.79,0.00,170.89,-105.62,0.25
438.00,0,0.81,0.00,170.81,-105.62,0.25
439.00,0,0.79,0.00,170.73,-105.61,0.25
440.00,0,0.81,0.00,170.65,-105.61,0.25
441.00,0,0.79,0.00,170.57,-105.60,0.25
442.00,0,0.81,0.00,170.49,-105.60,0.25
443.00,0,0.79,0.00,170.41,-105.60,0.25
444.00,0,0.81,0.00,170.34,-105.59,0.25
445.00,0,0.79,0.00,170.26,-105.59,0.25
446.00,0,0.81,0.00,170.18,-105.58,0.25
447.00,0,0.79,0.00,170.10,-105.58,0.25
448.00,0,0.81,0.00,170.02,-105.57,0.25
449.00,0,0.79,0.00,169.94,-105.57,0.25
450.00,0,0.81,0.00,169.86,-105.56,0.25
451.00,0,0.79,0.00,169.78,-105.56,0.25
452.00,0,0.81,0.00,169.70,-105.55,0.25
453.00,0,0.79,0.00,169.62,-105.55,0.25
454.00,0,0.81,0.00,169.54,-105.54,0.25
455.00,0,0.79,0.00,169.47,-105.54,0.25
456.00,0,0.81,0.00,169.39,-105.53,0.25
457.00,0,0.79,0.00,169.31,-105.52,0.25
458.00,0,0.81,0.00,169.23,-105.52,0.25
459.00,0,0.79,0.00,169.15,-105.51,0.25
460.00,0,0.81,0.00,169.07,-105.51,0.25
461.00,0,0.79,0.00,168.99,-105.50,0.25
462.00,0,0.81,0.00,168.91,-105.49,0.25
463.00,0,0.79,0.00,168.83,-105.49,0.25
464.00,0,0.81,0.00,168.75,-105.48,0.25
465.00,0,0.79,0.00,168.67,-105.47,0.25
466.00,0,0.81,0.00,168.60,-105.47,0.25
467.00,0,0.79,0.00,168.52,-105.46,0.25
468.00,0,0.81,0.00,168.44,-105.45,0.25
469.00,0,0.79,0.00,168.36,-105.44,0.25
470.00,0,0.81,0.00,168.28,-105.44,0.25
471.00,0,0.79,0.00,168.20,-105.43,0.25
472.00,0,0.81,0.00,168.12,-105.42,0.25
473.00,0,0.78,0.00,168.04,-105.42,0.25
474.00,0,0.80,0.00,167.97,-105.43,0.25
475.00,0,0.79,0.00,167.89,-105.42,0.25
476.00,0,0.81,0.00,167.81,-105.42,0.25
477.00,0,0.79,0.00,167.73,-105.42,0.25
478.00,0,0.81,0.00,167.65,-105.42,0.25
479.00,0,0.79,0.00,167.57,-105.42,0.25
480.00,0,0.81,0.00,167.49,-105.41,0.25
481.00,0,0.79,0.00,167.41,-105.41,0.25
482.00,0,0.81,0.00,167.33,-105.41,0.25
483.00,0,0.79,0.00,167.25,-105.41,0.25
484.00,0,0.81,0.00,167.17,-105.41,0.25
485.00,0,0.79,0.00,167.09,-105.41,0.25
486.00,0,0.81,0.00,167.01,-105.41,0.25
487.00,0,0.79,0.00,166.93,-105.41,0.25
488.00,0,0.81,0.00,166.86,-105.41,0.25
489.00,0,0.79,0.00,166.78,-105.40,0.25
490.00,0,0.81,0.00,166.70,-105.40,0.25
491.00,0,0.79,0.00,166.62,-105.40,0.25
492.00,0,0.81,0.00,166.54,-105.40,0.25
493.00,0,0.79,0.00,166.46,-105.40,0.25
494.00,0,0.81,0.00,166.38,-105.40,0.25
495.00,0,0.79,0.00,166.30,-105.40,0.25
496.00,0,0.81,0.00,166.22,-105.41,0.25
497.00,0,0.79,0.00,166.14,-105.41,0.25
498.00,0,0.81,0.00,166.06,-105.41,0.25
499.00,0,0.79,0.00,165.98,-105.41,0.25
500.00,0,0.81,0.00,165.90,-105.41,0.25
501.00,0,0.79,0.00,165.82,-105.41,0.25
502.00,0,0.81,0.00,165.75,-105.41,0.25
503.00,0,0.79,0.00,165.67,-105.41,0.25
504.00,0,0.81,0.00,165.59,-105.41,0.25
505.00,0,0.79,0.00,165.51,-105.42,0.25
506.00,0,0.81,0.00,165.43,-105.42,0.25
507.00,0,0.79,0.00,165.35,-105.42,0.25
508.00,0,0.81,0.00,165.27,-105.42,0.25
509.00,0,0.79,0.00,165.19,-105.42,0.25
510.00,0,0.81,0.00,165.11,-105.43,0.25
511.00,0,0.79,0.00,165.03,-105.43,0.25
512.00,0,0.81,0.00,164.95,-105.43,0.25
513.00,0,0.79,0.00,164.87,-105.43,0.25
514.00,0,0.80,0.00,164.80,-105.42,0.25
