simulation_time_s,obj_index,speed_mps,brake,pos_x,pos_y,pos_z
0.00,0,1.45,0.00,4.91,-105.54,0.30
1.00,0,0.23,0.00,4.91,-105.54,0.24
2.00,0,0.06,0.00,4.90,-105.54,0.23
3.00,0,0.08,0.00,4.90,-105.54,0.24
4.00,0,0.07,0.00,4.89,-105.54,0.25
5.00,0,0.26,0.00,4.88,-105.54,0.25
6.00,0,0.37,0.00,4.85,-105.54,0.25
7.00,0,0.49,0.00,4.80,-105.54,0.25
8.00,0,0.68,0.00,4.74,-105.55,0.25
9.00,0,0.71,0.00,4.67,-105.55,0.25
10.00,0,0.76,0.00,4.59,-105.56,0.25
11.00,0,0.73,0.00,4.52,-105.56,0.25
12.00,0,0.73,0.00,4.45,-105.56,0.25
13.00,0,0.70,0.00,4.38,-105.56,0.25
14.00,0,0.69,0.00,4.31,-105.56,0.25
15.00,0,0.69,0.00,4.24,-105.56,0.25
16.00,0,0.70,0.00,4.17,-105.57,0.25
17.00,0,0.73,0.00,4.09,-105.57,0.25
18.00,0,0.78,0.00,4.02,-105.57,0.25
19.00,0,0.82,0.00,3.94,-105.56,0.25
20.00,0,0.82,0.00,3.86,-105.57,0.25
21.00,0,0.83,0.00,3.78,-105.57,0.25
22.00,0,0.82,0.00,3.70,-105.57,0.25
23.00,0,0.81,0.00,3.61,-105.58,0.25
24.00,0,0.80,0.00,3.54,-105.58,0.25
25.00,0,0.79,0.00,3.46,-105.58,0.25
26.00,0,0.79,0.00,3.38,-105.59,0.25
27.00,0,0.78,0.00,3.30,-105.59,0.25
28.00,0,0.78,0.00,3.22,-105.60,0.25
29.00,0,0.82,0.00,3.14,-105.60,0.25
30.00,0,0.82,0.00,3.06,-105.61,0.25
31.00,0,0.80,0.00,2.98,-105.61,0.25
32.00,0,0.80,0.00,2.90,-105.62,0.25
33.00,0,0.81,0.00,2.82,-105.62,0.25
34.00,0,0.81,0.00,2.74,-105.63,0.25
35.00,0,0.80,0.00,2.66,-105.63,0.25
36.00,0,0.79,0.00,2.58,-105.64,0.25
37.00,0,0.78,0.00,2.50,-105.65,0.25
38.00,0,0.78,0.00,2.43,-105.65,0.25
39.00,0,0.77,0.00,2.35,-105.66,0.25
40.00,0,0.78,0.00,2.27,-105.66,0.25
41.00,0,0.79,0.00,2.20,-105.67,0.25
42.00,0,0.80,0.00,2.12,-105.68,0.25
43.00,0,0.79,0.00,2.04,-105.68,0.25
44.00,0,0.82,0.00,1.96,-105.69,0.25
45.00,0,0.81,0.00,1.88,-105.70,0.25
46.00,0,0.82,0.00,1.80,-105.71,0.25
47.00,0,0.80,0.00,1.72,-105.72,0.25
48.00,0,0.81,0.00,1.64,-105.73,0.25
49.00,0,0.79,0.00,1.56,-105.73,0.25
50.00,0,0.79,0.00,1.48,-105.74,0.25
51.00,0,0.79,0.00,1.40,-105.75,0.25
52.00,0,0.78,0.00,1.32,-105.76,0.25
53.00,0,0.79,0.00,1.25,-105.77,0.25
54.00,0,0.82,0.00,1.17,-105.78,0.25
55.00,0,0.80,0.00,1.09,-105.79,0.25
56.00,0,0.81,0.00,1.01,-105.80,0.25
57.00,0,0.79,0.00,0.93,-105.81,0.25
58.00,0,0.80,0.00,0.85,-105.83,0.25
59.00,0,0.79,0.00,0.78,-105.84,0.25
60.00,0,0.80,0.00,0.70,-105.85,0.25
61.00,0,0.79,0.00,0.62,-105.86,0.25
62.00,0,0.82,0.00,0.54,-105.88,0.25
63.00,0,0.80,0.00,0.46,-105.89,0.25
64.00,0,0.81,0.00,0.38,-105.90,0.25
65.00,0,0.79,0.00,0.31,-105.92,0.25
66.00,0,0.80,0.00,0.23,-105.93,0.25
67.00,0,0.78,0.00,0.15,-105.95,0.25
68.00,0,0.81,0.00,0.07,-105.96,0.25
69.00,0,0.80,0.00,-0.00,-105.98,0.25
70.00,0,0.81,0.00,-0.08,-105.99,0.25
71.00,0,0.79,0.00,-0.16,-106.01,0.25
72.00,0,0.80,0.00,-0.24,-106.02,0.25
73.00,0,0.78,0.00,-0.31,-106.04,0.25
74.00,0,0.79,0.00,-0.39,-106.06,0.25
75.00,0,0.82,0.00,-0.47,-106.08,0.25
76.00,0,0.80,0.00,-0.54,-106.10,0.25
77.00,0,0.81,0.00,-0.62,-106.12,0.25
78.00,0,0.79,0.00,-0.70,-106.13,0.25
79.00,0,0.81,0.00,-0.77,-106.15,0.25
80.00,0,0.79,0.00,-0.85,-106.18,0.25
81.00,0,0.81,0.00,-0.93,-106.20,0.25
82.00,0,0.79,0.00,-1.00,-106.22,0.25
83.00,0,0.81,0.00,-1.08,-106.24,0.25
84.00,0,0.79,0.00,-1.15,-106.26,0.25
85.00,0,0.81,0.00,-1.23,-106.28,0.25
86.00,0,0.79,0.00,-1.31,-106.31,0.25
87.00,0,0.80,0.00,-1.38,-106.33,0.25
88.00,0,0.79,0.00,-1.46,-106.36,0.25
89.00,0,0.81,0.00,-1.53,-106.38,0.25
90.00,0,0.79,0.00,-1.61,-106.41,0.25
91.00,0,0.80,0.00,-1.68,-106.43,0.25
92.00,0,0.79,0.00,-1.76,-106.46,0.25
93.00,0,0.81,0.00,-1.83,-106.48,0.25
94.00,0,0.79,0.00,-1.90,-106.51,0.25
95.00,0,0.81,0.00,-1.98,-106.54,0.25
96.00,0,0.79,0.00,-2.05,-106.57,0.25
97.00,0,0.81,0.00,-2.12,-106.60,0.25
98.00,0,0.79,0.00,-2.20,-106.63,0.25
99.00,0,0.79,0.00,-2.27,-106.66,0.25
100.00,0,0.80,0.00,-2.34,-106.69,0.25
101.00,0,0.78,0.00,-2.41,-106.72,0.25
102.00,0,0.77,0.00,-2.48,-106.75,0.25
103.00,0,0.79,0.00,-2.56,-106.78,0.25
104.00,0,0.80,0.00,-2.63,-106.81,0.25
105.00,0,0.80,0.00,-2.70,-106.84,0.25
106.00,0,0.79,0.00,-2.77,-106.88,0.25
107.00,0,0.79,0.00,-2.84,-106.91,0.25
108.00,0,0.79,0.00,-2.91,-106.95,0.25
109.00,0,0.79,0.00,-2.98,-106.98,0.25
110.00,0,0.79,0.00,-3.05,-107.02,0.25
111.00,0,0.79,0.00,-3.12,-107.05,0.25
112.00,0,0.78,0.00,-3.19,-107.09,0.25
113.00,0,0.78,0.00,-3.26,-107.13,0.25
114.00,0,0.80,0.00,-3.32,-107.17,0.25
115.00,0,0.81,0.00,-3.39,-107.20,0.25
116.00,0,0.79,0.00,-3.46,-107.24,0.25
117.00,0,0.78,0.00,-3.53,-107.28,0.25
118.00,0,0.79,0.00,-3.60,-107.32,0.25
119.00,0,0.78,0.00,-3.66,-107.36,0.25
120.00,0,0.82,0.00,-3.73,-107.40,0.25
121.00,0,0.81,0.00,-3.80,-107.45,0.25
122.00,0,0.80,0.00,-3.87,-107.49,0.25
123.00,0,0.81,0.00,-3.93,-107.53,0.25
124.00,0,0.79,0.00,-4.00,-107.57,0.25
125.00,0,0.79,0.00,-4.06,-107.62,0.25
126.00,0,0.78,0.00,-4.13,-107.66,0.25
127.00,0,0.78,0.00,-4.19,-107.71,0.25
128.00,0,0.79,0.00,-4.25,-107.75,0.25
129.00,0,0.80,0.00,-4.32,-107.80,0.25
130.00,0,0.79,0.00,-4.38,-107.84,0.25
131.00,0,0.79,0.00,-4.44,-107.89,0.25
132.00,0,0.78,0.00,-4.50,-107.93,0.25
133.00,0,0.78,0.00,-4.57,-107.98,0.25
134.00,0,0.78,0.00,-4.63,-108.03,0.25
135.00,0,0.79,0.00,-4.69,-108.08,0.25
136.00,0,0.79,0.00,-4.75,-108.13,0.25
137.00,0,0.81,0.00,-4.81,-108.17,0.25
138.00,0,0.81,0.00,-4.87,-108.23,0.25
139.00,0,0.79,0.00,-4.93,-108.28,0.25
140.00,0,0.79,0.00,-4.99,-108.33,0.25
141.00,0,0.77,0.00,-5.05,-108.38,0.25
142.00,0,0.79,0.00,-5.11,-108.43,0.25
143.00,0,0.79,0.00,-5.16,-108.48,0.25
144.00,0,0.80,0.00,-5.22,-108.53,0.25
145.00,0,0.80,0.00,-5.28,-108.59,0.25
146.00,0,0.79,0.00,-5.33,-108.64,0.25
147.00,0,0.81,0.00,-5.39,-108.69,0.25
148.00,0,0.80,0.00,-5.45,-108.75,0.25
149.00,0,0.81,0.00,-5.50,-108.80,0.25
150.00,0,0.79,0.00,-5.56,-108.86,0.25
151.00,0,0.79,0.00,-5.61,-108.92,0.25
152.00,0,0.77,0.00,-5.67,-108.97,0.25
153.00,0,0.81,0.00,-5.72,-109.03,0.25
154.00,0,0.80,0.00,-5.77,-109.09,0.25
155.00,0,0.80,0.00,-5.83,-109.14,0.25
156.00,0,0.79,0.00,-5.88,-109.20,0.25
157.00,0,0.81,0.00,-5.93,-109.26,0.25
158.00,0,0.79,0.00,-5.98,-109.32,0.25
159.00,0,0.79,0.00,-6.04,-109.38,0.25
160.00,0,0.77,0.00,-6.08,-109.44,0.25
161.00,0,0.78,0.00,-6.13,-109.50,0.25
162.00,0,0.78,0.00,-6.18,-109.56,0.25
163.00,0,0.80,0.00,-6.23,-109.62,0.25
164.00,0,0.80,0.00,-6.28,-109.68,0.25
165.00,0,0.80,0.00,-6.33,-109.74,0.25
166.00,0,0.78,0.00,-6.37,-109.80,0.25
167.00,0,0.80,0.00,-6.42,-109.86,0.25
168.00,0,0.79,0.00,-6.47,-109.93,0.25
169.00,0,0.79,0.00,-6.51,-109.99,0.25
170.00,0,0.80,0.00,-6.56,-110.05,0.25
171.00,0,0.79,0.00,-6.60,-110.12,0.25
172.00,0,0.79,0.00,-6.65,-110.18,0.25
173.00,0,0.79,0.00,-6.69,-110.25,0.25
174.00,0,0.80,0.00,-6.74,-110.31,0.25
175.00,0,0.78,0.00,-6.78,-110.37,0.25
176.00,0,0.80,0.00,-6.82,-110.44,0.25
177.00,0,0.78,0.00,-6.86,-110.51,0.25
178.00,0,0.79,0.00,-6.90,-110.57,0.25
179.00,0,0.77,0.00,-6.94,-110.64,0.25
180.00,0,0.77,0.00,-6.98,-110.70,0.25
181.00,0,0.78,0.00,-7.02,-110.77,0.25
182.00,0,0.78,0.00,-7.06,-110.83,0.25
183.00,0,0.81,0.00,-7.10,-110.90,0.25
184.00,0,0.79,0.00,-7.14,-110.97,0.25
185.00,0,0.78,0.00,-7.17,-111.04,0.25
186.00,0,0.77,0.00,-7.21,-111.11,0.25
187.00,0,0.76,0.00,-7.25,-111.17,0.25
188.00,0,0.76,0.00,-7.28,-111.24,0.25
189.00,0,0.77,0.00,-7.32,-111.31,0.25
190.00,0,0.80,0.00,-7.35,-111.38,0.25
191.00,0,0.79,0.00,-7.39,-111.45,0.25
192.00,0,0.78,0.00,-7.42,-111.52,0.25
193.00,0,0.78,0.00,-7.45,-111.59,0.25
194.00,0,0.78,0.00,-7.48,-111.66,0.25
195.00,0,0.78,0.00,-7.52,-111.73,0.25
196.00,0,0.79,0.00,-7.55,-111.81,0.25
197.00,0,0.79,0.00,-7.58,-111.88,0.25
198.00,0,0.86,0.00,-7.61,-111.95,0.25
199.00,0,0.83,0.00,-7.64,-112.03,0.25
200.00,0,0.82,0.00,-7.67,-112.11,0.25
201.00,0,0.82,0.00,-7.70,-112.18,0.25
202.00,0,0.79,0.00,-7.73,-112.26,0.25
203.00,0,0.79,0.00,-7.76,-112.33,0.25
204.00,0,0.78,0.00,-7.79,-112.40,0.25
205.00,0,0.80,0.00,-7.82,-112.48,0.25
206.00,0,0.79,0.00,-7.84,-112.55,0.25
207.00,0,0.80,0.00,-7.87,-112.63,0.25
208.00,0,0.77,0.00,-7.89,-112.70,0.25
209.00,0,0.78,0.00,-7.92,-112.77,0.25
210.00,0,0.78,0.00,-7.94,-112.85,0.25
211.00,0,0.78,0.00,-7.96,-112.92,0.25
212.00,0,0.77,0.00,-7.98,-113.00,0.25
213.00,0,0.78,0.00,-8.01,-113.07,0.25
214.00,0,0.77,0.00,-8.03,-113.15,0.25
215.00,0,0.72,0.00,-8.05,-113.22,0.25
216.00,0,0.65,0.00,-8.06,-113.29,0.25
217.00,0,0.62,0.00,-8.08,-113.35,0.25
218.00,0,0.74,0.00,-8.10,-113.41,0.27
219.00,0,0.82,0.00,-8.12,-113.49,0.27
220.00,0,0.80,0.00,-8.14,-113.57,0.28
221.00,0,0.81,0.00,-8.16,-113.64,0.28
222.00,0,0.81,0.00,-8.17,-113.72,0.28
223.00,0,0.79,0.00,-8.19,-113.80,0.28
224.00,0,0.83,0.00,-8.21,-113.88,0.28
225.00,0,0.80,0.00,-8.22,-113.96,0.28
226.00,0,0.87,0.00,-8.24,-114.04,0.28
227.00,0,0.84,0.00,-8.26,-114.12,0.28
228.00,0,0.83,0.00,-8.27,-114.20,0.28
229.00,0,0.80,0.00,-8.28,-114.28,0.28
230.00,0,0.80,0.00,-8.30,-114.36,0.28
231.00,0,0.79,0.00,-8.31,-114.44,0.28
232.00,0,0.79,0.00,-8.32,-114.51,0.28
233.00,0,0.74,0.00,-8.33,-114.59,0.28
234.00,0,0.80,0.00,-8.34,-114.67,0.28
235.00,0,0.78,0.00,-8.35,-114.74,0.28
236.00,0,0.76,0.00,-8.36,-114.82,0.28
237.00,0,0.78,0.00,-8.37,-114.90,0.28
238.00,0,0.79,0.00,-8.38,-114.97,0.28
239.00,0,0.82,0.00,-8.39,-115.05,0.28
240.00,0,0.77,0.00,-8.39,-115.13,0.28
241.00,0,0.78,0.00,-8.40,-115.21,0.28
242.00,0,0.79,0.00,-8.41,-115.29,0.28
243.00,0,0.78,0.00,-8.41,-115.37,0.28
244.00,0,0.79,0.00,-8.42,-115.44,0.28
245.00,0,0.78,0.00,-8.42,-115.52,0.28
246.00,0,0.79,0.00,-8.43,-115.60,0.28
247.00,0,0.79,0.00,-8.43,-115.68,0.28
248.00,0,0.80,0.00,-8.43,-115.76,0.28
249.00,0,0.79,0.00,-8.44,-115.84,0.28
